trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
6548385,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6548386,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6548387,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6548388,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6548472,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6548389,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6548390,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6548391,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6548392,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6548393,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6548394,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6548395,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6548396,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6548397,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6548398,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6548399,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6548400,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6548401,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6548402,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6548403,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6548404,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6548405,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6548406,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6548407,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6548408,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6548409,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6548410,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6548411,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6548412,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6548413,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6548414,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6548415,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6548416,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6548417,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6548418,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6548419,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6548420,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6548421,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6553165,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6553166,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6553167,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6553168,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6553169,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6553170,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6553171,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6553172,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6553173,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6553174,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6553175,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6553176,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6553177,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6553178,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6553179,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6553180,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6553181,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6553182,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6553183,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6553184,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6553185,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6553186,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6553187,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6553188,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6553189,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6553190,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6553191,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6553192,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6553193,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6553194,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6553195,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6553196,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6553197,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6553198,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6553199,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6553200,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6553201,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6553202,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6553203,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6553204,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049710,328,0,0
6553205,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6553206,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6553207,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049708,328,0,0
6553208,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6553209,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6548460,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6548461,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6548462,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6548463,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6548464,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6548465,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6548466,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6548467,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6548468,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049714,328,0,0
6548469,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049709,328,0,0
6548470,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049712,328,0,0
6548471,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049711,328,0,0
6553244,15787,2,BLUE EASTBOUND TO INDIAN CREEK STATION,,0,1049713,328,0,0
6548566,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6548476,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6548512,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6548563,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6548477,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6548478,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6548479,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6548480,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6548481,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6548482,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6548483,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6548484,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6548485,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6548486,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6548487,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6548488,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6548489,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6548490,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6548491,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6548492,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6548493,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6548494,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6548495,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6548496,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6548497,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6548498,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6548499,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6548500,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6548501,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6548502,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6548503,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6548504,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6548505,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6548506,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6548507,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6548508,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6548509,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6548510,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6553245,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6553246,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6553247,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6553248,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6553249,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6553250,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6553251,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6553252,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6553253,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6553254,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6553255,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6553256,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6553257,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6553258,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6553259,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6553260,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6553261,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6553262,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6553263,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6553264,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6553265,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6553266,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6553267,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6553268,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6553269,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6553270,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6553271,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6553272,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6553273,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6553274,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6553275,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6553276,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6553277,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6553278,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6553279,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6553280,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6553281,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6553282,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6553283,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6553284,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049708,329,0,0
6553285,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6553286,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6553287,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6553288,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049710,329,0,0
6553289,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6553291,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6548551,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6548552,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6548553,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6548554,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6548555,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6548556,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6548557,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6548558,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049712,329,0,0
6548559,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049711,329,0,0
6548560,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049713,329,0,0
6548561,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049714,329,0,0
6548562,15787,2,BLUE WESTBOUND TO H E HOLMES STATION,,1,1049709,329,0,0
6552129,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049657,334,0,0
6552130,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552131,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049659,334,0,0
6552132,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552133,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552134,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049662,334,0,0
6552135,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552136,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552137,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049657,334,0,0
6552138,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552139,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049659,334,0,0
6552140,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552141,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552142,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049662,334,0,0
6552143,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552144,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552145,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049657,334,0,0
6552146,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552147,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049659,334,0,0
6552148,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552149,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552150,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049662,334,0,0
6552151,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552152,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552153,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049657,334,0,0
6552154,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552155,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049659,334,0,0
6552156,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552157,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552158,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049662,334,0,0
6552159,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552160,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552161,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049657,334,0,0
6552162,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552163,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049659,334,0,0
6552164,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552165,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552166,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049662,334,0,0
6552167,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552168,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552169,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049657,334,0,0
6552170,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552171,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049659,334,0,0
6552172,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552173,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552174,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049662,334,0,0
6552175,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552176,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552177,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049657,334,0,0
6552178,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552179,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049659,334,0,0
6552180,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552181,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552182,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049662,334,0,0
6552183,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552184,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552185,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049657,334,0,0
6552186,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552187,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049659,334,0,0
6552188,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552189,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552190,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049662,334,0,0
6552191,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552192,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552193,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049657,334,0,0
6552194,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552195,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049659,334,0,0
6552196,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552197,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552198,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049662,334,0,0
6552199,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552200,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552201,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049657,334,0,0
6552202,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552203,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049659,334,0,0
6552204,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552205,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552206,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049662,334,0,0
6552207,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552208,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552209,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049657,334,0,0
6552210,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552211,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552317,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552318,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552319,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552320,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552321,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552322,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552323,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049663,334,0,0
6552324,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049664,334,0,0
6552325,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049658,334,0,0
6552326,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049660,334,0,0
6552327,15788,2,GOLD NORTHBOUND TO DORAVILLE STATION,,0,1049661,334,0,0
6552234,15788,2,GOLD SOUTHBOUND TO AIRPORT STATION,,1,1049661,335,0,0
6552235,15788,2,GOLD SOUTHBOUND TO AIRPORT STATION,,1,1049662,335,0,0
6552236,15788,2,GOLD SOUTHBOUND TO AIRPORT STATION,,1,1049663,335,0,0
6552237,15788,2,GOLD SOUTHBOUND TO AIRPORT STATION,,1,1049664,335,0,0
6552238,15788,2,GOLD SOUTHBOUND TO AIRPORT STATION,,1,1049657,335,0,0
6552239,15788,2,GOLD SOUTHBOUND TO AIRPORT STATION,,1,1049658,335,0,0
6552240,15788,2,GOLD SOUTHBOUND TO AIRPORT STATION,,1,1049659,335,0,0
6552241,15788,2,GOLD SOUTHBOUND TO AIRPORT STATION,,1,1049660,335,0,0
6552242,15788,2,GOLD SOUTHBOUND TO AIRPORT STATION,,1,1049661,335,0,0
6552243,15788,2,GOLD SOUTHBOUND TO AIRPORT STATION,,1,1049662,335,0,0
